stimulusType;stimulusValue;stimulusValueType;cueValue;cueValueType;correctResponse;shiftingType;keyCode1;keyLabel1;keyLabelType1;response1;keyIndex1;keyCode2;keyLabel2;keyLabelType2;response2;keyIndex2
shape;e_b_16.png;image;shifting_shape.png;image;angular;single;ArrowLeft;shifting_round_de.png;image;round;0;ArrowRight;shifting_angular_de.png;image;angular;1
shape;e_g_13.png;image;shifting_shape.png;image;angular;single;ArrowLeft;shifting_round_de.png;image;round;0;ArrowRight;shifting_angular_de.png;image;angular;1
shape;r_g_01.png;image;shifting_shape.png;image;round;single;ArrowLeft;shifting_round_de.png;image;round;0;ArrowRight;shifting_angular_de.png;image;angular;1
shape;e_b_08.png;image;shifting_shape.png;image;angular;single;ArrowLeft;shifting_round_de.png;image;round;0;ArrowRight;shifting_angular_de.png;image;angular;1
shape;e_g_10.png;image;shifting_shape.png;image;angular;single;ArrowLeft;shifting_round_de.png;image;round;0;ArrowRight;shifting_angular_de.png;image;angular;1
shape;r_g_13.png;image;shifting_shape.png;image;round;single;ArrowLeft;shifting_round_de.png;image;round;0;ArrowRight;shifting_angular_de.png;image;angular;1
shape;e_b_01.png;image;shifting_shape.png;image;angular;single;ArrowLeft;shifting_round_de.png;image;round;0;ArrowRight;shifting_angular_de.png;image;angular;1
shape;e_b_06.png;image;shifting_shape.png;image;angular;single;ArrowLeft;shifting_round_de.png;image;round;0;ArrowRight;shifting_angular_de.png;image;angular;1
shape;r_g_10.png;image;shifting_shape.png;image;round;single;ArrowLeft;shifting_round_de.png;image;round;0;ArrowRight;shifting_angular_de.png;image;angular;1
shape;e_g_08.png;image;shifting_shape.png;image;angular;single;ArrowLeft;shifting_round_de.png;image;round;0;ArrowRight;shifting_angular_de.png;image;angular;1
shape;e_g_07.png;image;shifting_shape.png;image;angular;single;ArrowLeft;shifting_round_de.png;image;round;0;ArrowRight;shifting_angular_de.png;image;angular;1
shape;r_b_06.png;image;shifting_shape.png;image;round;single;ArrowLeft;shifting_round_de.png;image;round;0;ArrowRight;shifting_angular_de.png;image;angular;1
shape;e_g_09.png;image;shifting_shape.png;image;angular;single;ArrowLeft;shifting_round_de.png;image;round;0;ArrowRight;shifting_angular_de.png;image;angular;1
shape;r_b_01.png;image;shifting_shape.png;image;round;single;ArrowLeft;shifting_round_de.png;image;round;0;ArrowRight;shifting_angular_de.png;image;angular;1
shape;e_b_13.png;image;shifting_shape.png;image;angular;single;ArrowLeft;shifting_round_de.png;image;round;0;ArrowRight;shifting_angular_de.png;image;angular;1
shape;e_g_04.png;image;shifting_shape.png;image;angular;single;ArrowLeft;shifting_round_de.png;image;round;0;ArrowRight;shifting_angular_de.png;image;angular;1
shape;e_g_12.png;image;shifting_shape.png;image;angular;single;ArrowLeft;shifting_round_de.png;image;round;0;ArrowRight;shifting_angular_de.png;image;angular;1
shape;r_b_08.png;image;shifting_shape.png;image;round;single;ArrowLeft;shifting_round_de.png;image;round;0;ArrowRight;shifting_angular_de.png;image;angular;1
shape;e_b_07.png;image;shifting_shape.png;image;angular;single;ArrowLeft;shifting_round_de.png;image;round;0;ArrowRight;shifting_angular_de.png;image;angular;1
shape;r_g_03.png;image;shifting_shape.png;image;round;single;ArrowLeft;shifting_round_de.png;image;round;0;ArrowRight;shifting_angular_de.png;image;angular;1
shape;e_g_06.png;image;shifting_shape.png;image;angular;single;ArrowLeft;shifting_round_de.png;image;round;0;ArrowRight;shifting_angular_de.png;image;angular;1
shape;r_g_16.png;image;shifting_shape.png;image;round;single;ArrowLeft;shifting_round_de.png;image;round;0;ArrowRight;shifting_angular_de.png;image;angular;1
shape;r_b_05.png;image;shifting_shape.png;image;round;single;ArrowLeft;shifting_round_de.png;image;round;0;ArrowRight;shifting_angular_de.png;image;angular;1
shape;e_g_01.png;image;shifting_shape.png;image;angular;single;ArrowLeft;shifting_round_de.png;image;round;0;ArrowRight;shifting_angular_de.png;image;angular;1
shape;r_g_07.png;image;shifting_shape.png;image;round;single;ArrowLeft;shifting_round_de.png;image;round;0;ArrowRight;shifting_angular_de.png;image;angular;1
