stimulusType;stimulusValue;stimulusValueType;cueValue;cueValueType;correctResponse;shiftingType;keyCode1;keyLabel1;keyLabelType1;response1;keyIndex1;keyCode2;keyLabel2;keyLabelType2;response2;keyIndex2
shape;e_g_13.png;image;shifting_shape.png;image;angular;start;ArrowLeft;de_shifting_round.png;image;round;0;ArrowRight;de_shifting_angular.png;image;angular;1
shape;e_g_15.png;image;shifting_shape.png;image;angular;repetition;ArrowLeft;de_shifting_round.png;image;round;0;ArrowRight;de_shifting_angular.png;image;angular;1
color;r_b_02.png;image;shifting_color.png;image;blue;switch;ArrowLeft;de_shifting_blue.png;image;blue;0;ArrowRight;de_shifting_green.png;image;green;1
color;r_g_10.png;image;shifting_color.png;image;green;repetition;ArrowLeft;de_shifting_blue.png;image;blue;0;ArrowRight;de_shifting_green.png;image;green;1
shape;r_b_03.png;image;shifting_shape.png;image;round;switch;ArrowLeft;de_shifting_round.png;image;round;0;ArrowRight;de_shifting_angular.png;image;angular;1
color;e_b_11.png;image;shifting_color.png;image;blue;switch;ArrowLeft;de_shifting_blue.png;image;blue;0;ArrowRight;de_shifting_green.png;image;green;1
color;r_g_06.png;image;shifting_color.png;image;green;repetition;ArrowLeft;de_shifting_blue.png;image;blue;0;ArrowRight;de_shifting_green.png;image;green;1
shape;r_b_08.png;image;shifting_shape.png;image;round;switch;ArrowLeft;de_shifting_round.png;image;round;0;ArrowRight;de_shifting_angular.png;image;angular;1
shape;e_b_12.png;image;shifting_shape.png;image;angular;repetition;ArrowLeft;de_shifting_round.png;image;round;0;ArrowRight;de_shifting_angular.png;image;angular;1
shape;r_g_04.png;image;shifting_shape.png;image;round;repetition;ArrowLeft;de_shifting_round.png;image;round;0;ArrowRight;de_shifting_angular.png;image;angular;1
color;e_b_01.png;image;shifting_color.png;image;blue;switch;ArrowLeft;de_shifting_blue.png;image;blue;0;ArrowRight;de_shifting_green.png;image;green;1
color;e_g_05.png;image;shifting_color.png;image;green;repetition;ArrowLeft;de_shifting_blue.png;image;blue;0;ArrowRight;de_shifting_green.png;image;green;1
