type,run,trial,phase,listType,gridRows,gridCols,stimulusCount,stimulusValue1,stimulusValueType1,stimulusGridPosition1,gridCellClass1,stimulusValue2,stimulusValueType2,stimulusGridPosition2,gridCellClass2,correctResponse,probeType,listSwitch,objectSwitch,keyCode1,keyLabel1,keyLabelType1,response1,keyCode2,keyLabel2,keyLabelType2,response2
2,10,0,1,1,1,2,2,starfilled.png,image,1,greenCell,halfsquareempty.png,image,2,greenCell,,,,,,,,,,,,
2,10,0,1,2,1,2,2,heartempty.png,image,1,magentaCell,diamondfilled.png,image,2,magentaCell,,,,,,,,,,,,
2,10,1,2,2,1,2,2,heartfilled.png,image,1,magentaCell,,text,2,magentaCell,0,3,2,2,ArrowLeft,de_key_yes.png,image,1,ArrowRight,de_key_no.png,image,0
2,10,2,2,2,1,2,2,diamondfilled.png,image,1,magentaCell,,text,2,magentaCell,0,2,0,0,ArrowLeft,de_key_yes.png,image,1,ArrowRight,de_key_no.png,image,0
2,10,3,2,1,1,2,2,heartempty.png,image,1,greenCell,,text,2,greenCell,0,2,1,0,ArrowLeft,de_key_yes.png,image,1,ArrowRight,de_key_no.png,image,0
2,10,4,2,2,1,2,2,,text,1,magentaCell,heartempty.png,image,2,magentaCell,0,2,1,1,ArrowLeft,de_key_yes.png,image,1,ArrowRight,de_key_no.png,image,0
2,10,5,2,2,1,2,2,,text,1,magentaCell,diamondfilled.png,image,2,magentaCell,1,1,0,0,ArrowLeft,de_key_yes.png,image,1,ArrowRight,de_key_no.png,image,0
2,10,6,2,1,1,2,2,,text,1,greenCell,starfilled.png,image,2,greenCell,0,2,1,0,ArrowLeft,de_key_yes.png,image,1,ArrowRight,de_key_no.png,image,0
2,10,7,2,2,1,2,2,,text,1,magentaCell,diamondfilled.png,image,2,magentaCell,1,1,1,0,ArrowLeft,de_key_yes.png,image,1,ArrowRight,de_key_no.png,image,0
2,10,8,2,2,1,2,2,,text,1,magentaCell,starfilled.png,image,2,magentaCell,0,2,0,0,ArrowLeft,de_key_yes.png,image,1,ArrowRight,de_key_no.png,image,0
2,10,9,2,2,1,2,2,heartempty.png,image,1,magentaCell,,text,2,magentaCell,1,1,0,1,ArrowLeft,de_key_yes.png,image,1,ArrowRight,de_key_no.png,image,0
2,10,10,2,2,1,2,2,,text,1,magentaCell,diamondfilled.png,image,2,magentaCell,1,1,0,1,ArrowLeft,de_key_yes.png,image,1,ArrowRight,de_key_no.png,image,0
2,10,11,2,2,1,2,2,,text,1,magentaCell,heartempty.png,image,2,magentaCell,0,2,0,0,ArrowLeft,de_key_yes.png,image,1,ArrowRight,de_key_no.png,image,0
2,10,12,2,1,1,2,2,,text,1,greenCell,heartempty.png,image,2,greenCell,0,2,1,0,ArrowLeft,de_key_yes.png,image,1,ArrowRight,de_key_no.png,image,0
2,10,13,2,2,1,2,2,halfsquarefilled.png,image,1,magentaCell,,text,2,magentaCell,0,3,1,1,ArrowLeft,de_key_yes.png,image,1,ArrowRight,de_key_no.png,image,0
2,11,0,0,0,1,1,1,!!!,text,1,warningCell,,,,,,,,,,,,,,,,
2,11,0,1,1,1,2,2,moonempty.png,image,1,greenCell,squarefilled.png,image,2,greenCell,,,,,,,,,,,,
2,11,0,1,2,1,2,2,halfsquareempty.png,image,1,magentaCell,moonfilled.png,image,2,magentaCell,,,,,,,,,,,,
2,11,1,2,1,1,2,2,squarefilled.png,image,1,greenCell,,text,2,greenCell,0,2,2,2,ArrowLeft,de_key_yes.png,image,1,ArrowRight,de_key_no.png,image,0
2,11,2,2,1,1,2,2,halfsquareempty.png,image,1,greenCell,,text,2,greenCell,0,2,0,0,ArrowLeft,de_key_yes.png,image,1,ArrowRight,de_key_no.png,image,0
2,11,3,2,1,1,2,2,,text,1,greenCell,trianglefilled.png,image,2,greenCell,0,3,0,1,ArrowLeft,de_key_yes.png,image,1,ArrowRight,de_key_no.png,image,0
2,11,4,2,1,1,2,2,,text,1,greenCell,halfsquareempty.png,image,2,greenCell,0,2,0,0,ArrowLeft,de_key_yes.png,image,1,ArrowRight,de_key_no.png,image,0
2,11,5,2,1,1,2,2,moonempty.png,image,1,greenCell,,text,2,greenCell,1,1,0,1,ArrowLeft,de_key_yes.png,image,1,ArrowRight,de_key_no.png,image,0
2,11,6,2,2,1,2,2,halfsquareempty.png,image,1,magentaCell,,text,2,magentaCell,1,1,1,0,ArrowLeft,de_key_yes.png,image,1,ArrowRight,de_key_no.png,image,0
2,11,7,2,1,1,2,2,moonempty.png,image,1,greenCell,,text,2,greenCell,1,1,1,0,ArrowLeft,de_key_yes.png,image,1,ArrowRight,de_key_no.png,image,0
2,11,8,2,1,1,2,2,,text,1,greenCell,squarefilled.png,image,2,greenCell,1,1,0,1,ArrowLeft,de_key_yes.png,image,1,ArrowRight,de_key_no.png,image,0
2,11,9,2,1,1,2,2,moonempty.png,image,1,greenCell,,text,2,greenCell,1,1,0,1,ArrowLeft,de_key_yes.png,image,1,ArrowRight,de_key_no.png,image,0
2,11,10,2,2,1,2,2,,text,1,magentaCell,halfsquareempty.png,image,2,magentaCell,0,2,1,1,ArrowLeft,de_key_yes.png,image,1,ArrowRight,de_key_no.png,image,0
2,11,11,2,1,1,2,2,,text,1,greenCell,hexagonfilled.png,image,2,greenCell,0,3,1,0,ArrowLeft,de_key_yes.png,image,1,ArrowRight,de_key_no.png,image,0
2,11,12,2,2,1,2,2,diamondempty.png,image,1,magentaCell,,text,2,magentaCell,0,3,1,1,ArrowLeft,de_key_yes.png,image,1,ArrowRight,de_key_no.png,image,0
2,11,13,2,1,1,2,2,,text,1,greenCell,halfsquareempty.png,image,2,greenCell,0,2,1,1,ArrowLeft,de_key_yes.png,image,1,ArrowRight,de_key_no.png,image,0
2,12,0,0,0,1,1,1,!!!,text,1,warningCell,,,,,,,,,,,,,,,,
2,12,0,1,1,1,2,2,halfsquarefilled.png,image,1,greenCell,circleempty.png,image,2,greenCell,,,,,,,,,,,,
2,12,0,1,2,1,2,2,halfsquareempty.png,image,1,magentaCell,moonempty.png,image,2,magentaCell,,,,,,,,,,,,
2,12,1,2,2,1,2,2,halfsquarefilled.png,image,1,magentaCell,,text,2,magentaCell,0,2,2,2,ArrowLeft,de_key_yes.png,image,1,ArrowRight,de_key_no.png,image,0
2,12,2,2,1,1,2,2,moonempty.png,image,1,greenCell,,text,2,greenCell,0,2,1,0,ArrowLeft,de_key_yes.png,image,1,ArrowRight,de_key_no.png,image,0
2,12,3,2,2,1,2,2,halfsquareempty.png,image,1,magentaCell,,text,2,magentaCell,1,1,1,0,ArrowLeft,de_key_yes.png,image,1,ArrowRight,de_key_no.png,image,0
2,12,4,2,1,1,2,2,,text,1,greenCell,circleempty.png,image,2,greenCell,1,1,1,1,ArrowLeft,de_key_yes.png,image,1,ArrowRight,de_key_no.png,image,0
2,12,5,2,2,1,2,2,,text,1,magentaCell,moonempty.png,image,2,magentaCell,1,1,1,0,ArrowLeft,de_key_yes.png,image,1,ArrowRight,de_key_no.png,image,0
2,12,6,2,2,1,2,2,halfsquareempty.png,image,1,magentaCell,,text,2,magentaCell,1,1,0,1,ArrowLeft,de_key_yes.png,image,1,ArrowRight,de_key_no.png,image,0
2,12,7,2,2,1,2,2,halfsquareempty.png,image,1,magentaCell,,text,2,magentaCell,1,1,0,0,ArrowLeft,de_key_yes.png,image,1,ArrowRight,de_key_no.png,image,0
2,12,8,2,2,1,2,2,,text,1,magentaCell,heartempty.png,image,2,magentaCell,0,3,0,1,ArrowLeft,de_key_yes.png,image,1,ArrowRight,de_key_no.png,image,0
2,12,9,2,1,1,2,2,circleempty.png,image,1,greenCell,,text,2,greenCell,0,2,1,1,ArrowLeft,de_key_yes.png,image,1,ArrowRight,de_key_no.png,image,0
2,12,10,2,1,1,2,2,hexagonfilled.png,image,1,greenCell,,text,2,greenCell,0,3,0,0,ArrowLeft,de_key_yes.png,image,1,ArrowRight,de_key_no.png,image,0
2,12,11,2,2,1,2,2,halfsquareempty.png,image,1,magentaCell,,text,2,magentaCell,1,1,1,0,ArrowLeft,de_key_yes.png,image,1,ArrowRight,de_key_no.png,image,0
2,12,12,2,2,1,2,2,,text,1,magentaCell,moonempty.png,image,2,magentaCell,1,1,0,1,ArrowLeft,de_key_yes.png,image,1,ArrowRight,de_key_no.png,image,0
2,12,13,2,1,1,2,2,,text,1,greenCell,circlefilled.png,image,2,greenCell,0,3,1,0,ArrowLeft,de_key_yes.png,image,1,ArrowRight,de_key_no.png,image,0
