stimulusCount,stimulusValue1,stimulusValue2,stimulusValue3,stimulusValue4,stimulusValue5,stimulusValue6,stimulusValue7,stimulusValue8,stimulusValue9,stimulusValueType1,stimulusValueType2,stimulusValueType3,stimulusValueType4,stimulusValueType5,stimulusValueType6,stimulusValueType7,stimulusValueType8,stimulusValueType9,,gridPosition1,gridPosition2,gridPosition3,gridPosition4,gridPosition5,gridPosition6,gridPosition7,gridPosition8,gridPosition9,gridCellClass1,gridCellClass2,gridCellClass3,gridCellClass4,gridCellClass5,gridCellClass6,gridCellClass7,gridCellClass8,gridCellClass9,stimulusType,correctResponse,keyCode,response
9,935,568,488,653,315,158,370,297,680,text,text,text,text,text,text,text,text,text,text,1,2,3,4,5,6,7,8,9,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,trial12_item04,absent,Space,present
9,935,568,612,653,315,158,370,297,680,text,text,text,text,text,text,text,text,text,text,1,2,3,4,5,6,7,8,9,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,trial12_item05,absent,Space,present
9,935,795,612,653,315,158,370,297,680,text,text,text,text,text,text,text,text,text,text,1,2,3,4,5,6,7,8,9,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,trial12_item06,absent,Space,present
9,935,795,612,653,315,158,370,297,435,text,text,text,text,text,text,text,text,text,text,1,2,3,4,5,6,7,8,9,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,trial12_item07,present,Space,present
9,935,795,612,653,511,158,370,297,435,text,text,text,text,text,text,text,text,text,text,1,2,3,4,5,6,7,8,9,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,trial13_item01,absent,Space,present
9,433,795,612,653,511,158,370,297,435,text,text,text,text,text,text,text,text,text,text,1,2,3,4,5,6,7,8,9,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,trial13_item02,absent,Space,present
9,433,795,612,653,511,158,370,902,435,text,text,text,text,text,text,text,text,text,text,1,2,3,4,5,6,7,8,9,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,trial13_item03,absent,Space,present
9,433,795,612,653,511,158,673,902,435,text,text,text,text,text,text,text,text,text,text,1,2,3,4,5,6,7,8,9,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,trial13_item04,present,Space,present
9,433,795,612,850,511,158,673,902,435,text,text,text,text,text,text,text,text,text,text,1,2,3,4,5,6,7,8,9,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,trial14_item01,absent,Space,present
9,433,795,612,850,511,158,182,902,435,text,text,text,text,text,text,text,text,text,text,1,2,3,4,5,6,7,8,9,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,trial14_item02,absent,Space,present
9,433,795,612,850,511,158,182,902,822,text,text,text,text,text,text,text,text,text,text,1,2,3,4,5,6,7,8,9,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,trial14_item03,present,Space,present
9,433,795,612,850,511,158,182,527,822,text,text,text,text,text,text,text,text,text,text,1,2,3,4,5,6,7,8,9,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,trial15_item01,absent,Space,present
9,433,795,612,850,511,158,182,527,916,text,text,text,text,text,text,text,text,text,text,1,2,3,4,5,6,7,8,9,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,trial15_item02,absent,Space,present
9,433,795,612,608,511,158,182,527,916,text,text,text,text,text,text,text,text,text,text,1,2,3,4,5,6,7,8,9,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,trial15_item03,absent,Space,present
9,433,795,505,608,511,158,182,527,916,text,text,text,text,text,text,text,text,text,text,1,2,3,4,5,6,7,8,9,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,trial15_item04,absent,Space,present
9,433,795,505,608,511,158,182,841,916,text,text,text,text,text,text,text,text,text,text,1,2,3,4,5,6,7,8,9,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,trial15_item05,absent,Space,present
9,433,795,505,608,898,158,182,841,916,text,text,text,text,text,text,text,text,text,text,1,2,3,4,5,6,7,8,9,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,trial15_item06,present,Space,present
9,433,795,505,608,898,999,182,841,916,text,text,text,text,text,text,text,text,text,text,1,2,3,4,5,6,7,8,9,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,trial16_item01,absent,Space,present
9,433,795,505,608,898,999,182,228,916,text,text,text,text,text,text,text,text,text,text,1,2,3,4,5,6,7,8,9,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,trial16_item02,absent,Space,present
9,433,795,505,608,776,999,182,228,916,text,text,text,text,text,text,text,text,text,text,1,2,3,4,5,6,7,8,9,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,trial16_item03,absent,Space,present
9,433,795,505,608,776,862,182,228,916,text,text,text,text,text,text,text,text,text,text,1,2,3,4,5,6,7,8,9,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,trial16_item04,absent,Space,present
9,506,795,505,608,776,862,182,228,916,text,text,text,text,text,text,text,text,text,text,1,2,3,4,5,6,7,8,9,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,tatoolMonitoring_bgWhiteCell,trial16_item05,present,Space,present
