stimulusCount;stimulusValue1;stimulusValueType1;promptValue1;correctResponse1;stimulusValue2;stimulusValueType2;promptValue2;correctResponse2;stimulusValue3;stimulusValueType3;promptValue3;correctResponse3;stimulusValue4;stimulusValueType4;promptValue4;correctResponse4
2;Sylvester Stallone;text;1;3B;Johnny Depp;text;2;1D
3;Richard Gere;text;1;6C;Heidi Klum;text;3;5B;Marylin Monroe;text;2;3B
4;Jim Carrey;text;2;6D;Audrey Hepburn;text;4;4B;Winston Churchill;text;1;3B;Cindy Crawford;text;3;6A
